code,city,state,state_code
33TN28,Namakkal (North) Rto,Tamil Nadu,33
33TN88,Namakkal (South) Rto,Tamil Nadu,33
33TN595,Oddanchatram Uo,Tamil Nadu,33
33TN587,Pattukottai Uo,Tamil Nadu,33
33TN2,Rto Chennai (North West),Tamil Nadu,33
33TN54,Salem (East) Rto,Tamil Nadu,33
33TN90,Salem (South) Rto,Tamil Nadu,33
33TN30,Salem (West) Rto,Tamil Nadu,33
33TN598,Thirumangalam Uo,Tamil Nadu,33
33TN81,Tiruchi(East) Rto,Tamil Nadu,33
33TN39,Tiruppur (North) Rto,Tamil Nadu,33
33TN42,Tiruppur (South) Rto,Tamil Nadu,33
38DD3,Daman,UT of DNH and DD,38
38DD2,Diu,UT of DNH and DD,38
38DD1,Silvassa,UT of DNH and DD,38
9UP45,Akbarpur(Ambedkar Nagar),Uttar Pradesh,9
9UP66,Bhadohi(Sant Ravidas Nagar),Uttar Pradesh,9
9UP91,Hamirpur(Up),Uttar Pradesh,9
9UP87,Kasganj(Kashi Ram Nagar),Uttar Pradesh,9
9UP321,Mahanagar Arto Lucknow (Up321),Uttar Pradesh,9
9UP57,Padrauna(Kushi Nagar),Uttar Pradesh,9
9UP55,Siddharth Nagar(Naugarh),Uttar Pradesh,9
9UP32,Transport Nagar Rto Lucknow (Up32),Uttar Pradesh,9
